Date,Precipitation,Specific_Humidity,Surface Pressure,Surface_Temperature,Clearness_Index,Radiative_Flux,Radiation
3-12-1991,0.0,0.00235,99.35,12.73,0.64,7.26,3.78
4-12-1991,0.0,0.00246,99.4,13.43,0.68,7.07,4.0
5-12-1991,0.0,0.002806,99.27,16.03,0.62,7.09,3.63
6-12-1991,0.0,0.004343,99.3,16.6,0.61,7.42,3.59
7-12-1991,0.0,0.005229999999999999,99.44,17.02,0.65,7.68,3.83
8-12-1991,0.0,0.005407,99.37,17.63,0.53,7.99,3.07
9-12-1991,0.0,0.005323,99.37,17.36,0.68,7.47,3.98
10-12-1991,0.0,0.004994,99.53,17.03,0.48,7.92,2.79
11-12-1991,0.0,0.0049770000000000005,99.5,16.76,0.53,7.03,3.09
12-12-1991,0.0,0.004954999999999999,99.51,17.68,0.64,7.39,3.71
13-12-1991,0.0,0.005219,99.37,17.43,0.6,7.68,3.45
14-12-1991,0.0,0.0054399999999999995,99.37,17.29,0.42,7.36,2.43
15-12-1991,0.0,0.005463,99.41,16.76,0.45,7.88,2.57
16-12-1991,0.0,0.0050030000000000005,99.21,16.32,0.49,7.62,2.83
17-12-1991,0.0,0.004838,99.05,15.69,0.64,8.26,3.66
18-12-1991,0.0,0.00479,98.97,17.79,0.53,8.25,3.04
19-12-1991,0.0,0.004508,98.84,17.1,0.59,8.32,3.37
20-12-1991,0.0,0.0053,98.78,15.7,0.5,8.69,2.89
21-12-1991,0.01,0.005927,98.72,15.96,0.28,8.93,1.62
22-12-1991,3.01,0.007697,98.74,18.31,0.46,8.16,2.61
23-12-1991,10.07,0.008827,98.78,15.02,0.5,8.29,2.86
24-12-1991,7.68,0.008751,98.46,13.57,0.27,7.91,1.57
25-12-1991,3.3,0.0077859999999999995,98.46,14.01,0.36,7.32,2.07
26-12-1991,0.73,0.005436,98.77,12.74,0.57,6.97,3.3
27-12-1991,0.21,0.004303,98.67,11.43,0.63,6.49,3.62
28-12-1991,0.0,0.003948,99.04,11.65,0.65,6.81,3.72
29-12-1991,0.0,0.0036799999999999997,99.13,10.71,0.7,6.86,4.01
30-12-1991,0.0,0.003701,99.1,10.18,0.69,6.43,3.98
31-12-1991,0.0,0.0034020000000000005,99.3,9.84,0.75,6.36,4.35
1-1-1992,0.0,0.0032409999999999995,99.53,9.33,0.74,6.51,4.3
2-1-1992,0.0,0.0030440000000000003,99.62,9.79,0.72,7.02,4.18
3-1-1992,0.0,0.003296,99.65,10.9,0.46,7.47,2.66
4-1-1992,0.0,0.0038929999999999998,99.57,12.48,0.63,7.1,3.71
5-1-1992,0.0,0.0037340000000000003,99.19,13.41,0.68,6.69,3.99
6-1-1992,0.0,0.004096,98.85,13.73,0.61,8.04,3.6
7-1-1992,0.0,0.0053549999999999995,98.97,14.05,0.44,8.21,2.61
8-1-1992,0.0,0.0045520000000000005,99.05,14.28,0.6,7.46,3.56
9-1-1992,0.0,0.002889,99.19,11.67,0.5,7.09,2.97
10-1-1992,0.0,0.003978,99.04,13.07,0.64,7.31,3.83
11-1-1992,0.0,0.0036030000000000003,99.03,11.48,0.62,6.94,3.73
12-1-1992,0.72,0.004081,99.44,10.59,0.61,7.46,3.7
13-1-1992,0.0,0.002908,99.44,10.36,0.47,7.17,2.85
14-1-1992,0.0,0.002778,99.38,10.85,0.64,6.7,3.88
15-1-1992,0.0,0.0028940000000000003,99.09,11.61,0.67,6.76,4.08
16-1-1992,0.0,0.00315,99.32,11.73,0.68,6.98,4.19
17-1-1992,0.0,0.0035909999999999996,99.26,13.0,0.68,7.42,4.2
18-1-1992,0.0,0.0036780000000000003,99.35,12.04,0.52,7.12,3.23
19-1-1992,0.0,0.003368,99.32,12.28,0.71,6.61,4.43
20-1-1992,0.0,0.003858,99.25,13.99,0.68,7.2,4.26
21-1-1992,0.0,0.005151,99.22,16.56,0.41,7.24,2.62
22-1-1992,0.0,0.004731,99.37,15.67,0.71,7.02,4.51
23-1-1992,0.0,0.004664,99.31,15.53,0.71,7.1,4.51
24-1-1992,0.0,0.0051979999999999995,99.19,16.8,0.72,7.48,4.64
25-1-1992,0.0,0.006118,99.14,17.91,0.67,8.01,4.36
26-1-1992,0.0,0.006361,99.09,18.86,0.62,8.66,4.01
27-1-1992,0.0,0.006901000000000001,99.12,17.87,0.29,9.04,1.92
28-1-1992,0.3,0.0075450000000000005,99.18,17.51,0.11,8.64,0.7
29-1-1992,0.34,0.007465,99.06,18.91,0.33,8.96,2.16
30-1-1992,5.11,0.008025,99.02,17.87,0.02,8.19,0.14
31-1-1992,2.65,0.007539,99.11,17.13,0.61,7.79,4.1
1-2-1992,8.55,0.0061649999999999995,98.71,14.35,0.61,7.74,4.11
2-2-1992,0.0,0.004606,98.81,14.52,0.7,6.67,4.75
3-2-1992,0.0,0.004333,98.97,15.35,0.55,6.9,3.8
4-2-1992,0.0,0.003715,99.11,15.34,0.57,7.98,3.97
5-2-1992,0.0,0.004517,99.06,16.32,0.48,7.97,3.36
6-2-1992,0.41,0.006481000000000001,98.93,15.16,0.36,8.55,2.5
7-2-1992,19.38,0.00807,98.84,15.41,0.46,7.95,3.26
8-2-1992,0.67,0.0063030000000000004,98.74,14.69,0.55,6.84,3.93
9-2-1992,0.22,0.004681,98.86,13.85,0.7,6.79,5.04
10-2-1992,0.0,0.00365,99.0,12.86,0.65,6.61,4.71
11-2-1992,0.0,0.0035159999999999996,98.98,12.97,0.74,6.58,5.4
12-2-1992,0.0,0.004046,98.82,15.34,0.48,8.07,3.53
13-2-1992,0.07,0.0052439999999999995,98.56,17.08,0.59,7.4,4.32
14-2-1992,0.0,0.005492,98.71,15.84,0.49,7.32,3.63
15-2-1992,0.0,0.003779,98.66,14.01,0.65,6.74,4.86
16-2-1992,0.0,0.002932,98.47,13.5,0.7,6.49,5.23
17-2-1992,0.0,0.0034100000000000003,98.46,14.23,0.65,7.12,4.89
18-2-1992,0.0,0.003357,98.65,14.06,0.77,6.63,5.85
19-2-1992,0.0,0.003781,98.67,15.13,0.62,7.28,4.75
20-2-1992,0.0,0.0037170000000000003,98.65,16.64,0.55,8.31,4.29
21-2-1992,0.0,0.004056000000000001,98.87,16.42,0.6,6.81,4.63
22-2-1992,0.0,0.004275999999999999,99.18,15.39,0.5,6.9,3.89
23-2-1992,0.0,0.004325,99.25,15.69,0.58,6.96,4.56
24-2-1992,0.0,0.004236,99.27,16.09,0.55,7.09,4.37
25-2-1992,0.0,0.003945000000000001,99.14,17.12,0.68,7.55,5.42
26-2-1992,0.0,0.0044399999999999995,99.05,17.86,0.69,8.15,5.53
27-2-1992,0.0,0.004332,98.7,19.62,0.66,8.58,5.37
28-2-1992,0.0,0.006318,98.47,20.85,0.56,8.5,4.61
29-2-1992,0.0,0.005601,98.47,21.74,0.62,7.68,5.09
1-3-1992,0.0,0.003152,98.75,18.87,0.59,7.12,4.88
2-3-1992,0.0,0.002788,98.77,18.09,0.6,6.87,4.98
3-3-1992,0.0,0.002751,98.7,18.57,0.54,8.13,4.48
4-3-1992,0.0,0.003906,98.67,19.93,0.62,8.05,5.2
5-3-1992,0.0,0.005222,98.71,21.62,0.54,8.37,4.61
6-3-1992,0.0,0.00588,98.76,22.13,0.71,7.59,6.08
7-3-1992,0.0,0.003997,98.82,19.93,0.78,7.19,6.68
8-3-1992,0.0,0.003764,98.83,19.92,0.77,7.52,6.64
9-3-1992,0.0,0.0037359999999999997,98.77,20.22,0.73,7.42,6.31
10-3-1992,0.0,0.0038799999999999998,98.75,21.18,0.54,8.51,4.71
11-3-1992,0.0,0.005135,98.6,24.22,0.56,8.93,4.9
12-3-1992,0.0,0.0058200000000000005,98.93,21.19,0.21,9.74,1.86
13-3-1992,0.0,0.007219,98.92,22.17,0.46,8.86,4.13
14-3-1992,0.04,0.00425,98.75,21.34,0.6,7.97,5.36
15-3-1992,0.15,0.0034219999999999997,98.84,20.3,0.63,8.03,5.65
16-3-1992,0.0,0.0026850000000000003,98.55,21.33,0.72,8.26,6.51
17-3-1992,0.0,0.003425,98.44,23.1,0.74,8.67,6.73
18-3-1992,0.0,0.004640999999999999,98.2,24.99,0.57,8.54,5.26
19-3-1992,0.0,0.004437,98.15,26.27,0.61,7.83,5.61
20-3-1992,0.0,0.005217,98.25,27.0,0.33,9.1,3.09
21-3-1992,0.02,0.006444,98.47,26.88,0.34,9.0,3.19
22-3-1992,0.0,0.006386,98.64,25.91,0.2,9.4,1.86
23-3-1992,0.0,0.00636,98.53,27.78,0.37,9.37,3.49
24-3-1992,0.01,0.005234,98.33,26.12,0.42,8.95,4.0
25-3-1992,0.04,0.007663,98.61,23.48,0.17,9.08,1.61
26-3-1992,0.0,0.0076879999999999995,98.69,27.24,0.45,9.33,4.33
27-3-1992,0.25,0.005531,98.69,24.63,0.47,9.49,4.49
28-3-1992,0.06,0.004831,98.5,26.77,0.52,9.57,4.99
29-3-1992,0.03,0.004645000000000001,98.41,26.48,0.6,8.88,5.83
30-3-1992,0.2,0.0048530000000000005,98.44,26.56,0.6,8.56,5.88
31-3-1992,0.0,0.004007999999999999,98.61,25.71,0.76,7.92,7.47
1-4-1992,0.69,0.003945000000000001,98.6,25.5,0.51,8.86,4.98
2-4-1992,0.0,0.003928,98.59,26.55,0.74,8.04,7.32
3-4-1992,0.0,0.004227000000000001,98.54,27.41,0.65,8.7,6.45
4-4-1992,0.0,0.004472,98.3,29.43,0.57,8.44,5.67
5-4-1992,0.0,0.004679,98.13,28.82,0.51,9.21,5.04
6-4-1992,0.0,0.006178,98.11,29.0,0.57,8.76,5.67
7-4-1992,0.0,0.005542,98.24,27.17,0.51,9.7,5.1
8-4-1992,0.0,0.005079,98.33,28.7,0.62,9.08,6.29
9-4-1992,0.0,0.004594,98.1,29.98,0.63,9.27,6.38
10-4-1992,0.0,0.004258,98.29,27.13,0.39,9.25,3.93
11-4-1992,0.0,0.003968,98.42,30.26,0.64,9.14,6.53
12-4-1992,0.0,0.003909,98.5,30.11,0.53,8.17,5.43
13-4-1992,0.0,0.003922999999999999,98.52,29.64,0.58,8.18,5.94
14-4-1992,0.0,0.004009,98.45,29.9,0.57,8.68,5.86
15-4-1992,0.0,0.0045130000000000005,98.36,29.94,0.49,8.8,5.11
16-4-1992,0.0,0.00428,98.28,29.8,0.68,8.87,7.12
17-4-1992,0.0,0.00498,98.17,29.43,0.72,8.6,7.53
18-4-1992,0.0,0.004877,98.06,32.36,0.6,9.06,6.3
19-4-1992,0.0,0.004577,98.18,33.72,0.6,9.65,6.28
20-4-1992,0.0,0.005208,98.27,33.76,0.56,10.3,5.94
21-4-1992,0.0,0.004946,98.28,31.93,0.49,9.49,5.13
22-4-1992,0.0,0.0036409999999999997,98.15,31.15,0.46,8.78,4.88
23-4-1992,0.0,0.004792,98.08,29.85,0.55,8.62,5.8
24-4-1992,0.0,0.0041719999999999995,98.21,31.03,0.53,8.66,5.68
25-4-1992,0.0,0.0039380000000000005,98.44,32.72,0.6,9.07,6.44
26-4-1992,0.0,0.004469,98.31,32.94,0.7,8.72,7.47
27-4-1992,0.0,0.0051920000000000004,97.97,33.93,0.72,8.48,7.76
28-4-1992,0.0,0.005783,97.83,36.02,0.59,9.5,6.37
29-4-1992,0.0,0.005878,98.03,34.3,0.53,10.46,5.67
30-4-1992,0.35,0.005723,98.08,35.71,0.55,9.43,5.96
1-5-1992,0.31,0.005612,97.91,34.61,0.5,9.14,5.39
2-5-1992,0.67,0.005515,97.73,34.27,0.47,9.25,5.06
3-5-1992,0.08,0.006103,97.68,31.66,0.24,9.81,2.63
4-5-1992,0.72,0.008457,97.87,32.25,0.52,9.55,5.71
5-5-1992,1.0,0.006668,98.31,32.72,0.65,9.18,7.12
6-5-1992,0.14,0.006435,98.31,31.92,0.59,8.5,6.45
7-5-1992,0.0,0.006378,97.91,32.85,0.63,8.42,6.97
8-5-1992,0.0,0.0050869999999999995,97.8,33.64,0.53,8.83,5.86
9-5-1992,0.0,0.005358,97.94,35.41,0.54,9.46,5.95
10-5-1992,0.0,0.005531,97.86,35.94,0.63,8.81,6.98
11-5-1992,0.0,0.005263,97.83,36.5,0.64,8.92,7.12
12-5-1992,0.0,0.00548,97.96,38.48,0.62,9.54,6.85
13-5-1992,0.0,0.005183,97.97,39.16,0.55,10.45,6.06
14-5-1992,0.0,0.006215,97.95,38.89,0.62,9.97,6.86
15-5-1992,0.0,0.005984000000000001,97.68,38.91,0.69,9.4,7.73
16-5-1992,0.0,0.0051,97.51,38.3,0.58,9.84,6.47
17-5-1992,0.0,0.004135,97.47,36.74,0.5,10.44,5.56
18-5-1992,0.0,0.0036899999999999997,97.37,35.14,0.5,9.88,5.55
19-5-1992,0.0,0.003941,97.38,35.77,0.58,9.97,6.46
20-5-1992,0.0,0.00474,97.56,34.81,0.65,8.49,7.24
21-5-1992,0.1,0.004342,97.65,37.03,0.59,9.06,6.59
22-5-1992,0.0,0.0038590000000000005,97.65,37.24,0.52,9.3,5.87
23-5-1992,0.0,0.004103,97.52,38.86,0.52,9.35,5.9
24-5-1992,0.0,0.005765999999999999,97.45,38.42,0.61,9.48,6.86
25-5-1992,0.08,0.005278,97.32,39.51,0.49,9.3,5.57
26-5-1992,0.0,0.009311,97.56,35.76,0.49,9.78,5.56
27-5-1992,0.0,0.009934,97.8,36.36,0.52,9.57,5.83
28-5-1992,0.0,0.007883,98.06,39.04,0.56,9.39,6.28
29-5-1992,0.0,0.006515000000000001,97.96,36.96,0.57,9.32,6.48
30-5-1992,1.67,0.004315,97.8,35.7,0.4,10.0,4.54
31-5-1992,0.0,0.005621,97.77,34.6,0.6,8.62,6.77
1-6-1992,0.16,0.005233,97.81,34.53,0.52,8.83,5.87
2-6-1992,0.0,0.004168,97.77,35.91,0.65,8.76,7.42
3-6-1992,0.0,0.004729,97.78,37.44,0.58,9.28,6.59
4-6-1992,0.0,0.005807,97.7,39.12,0.53,9.48,5.99
5-6-1992,0.0,0.0056689999999999996,97.63,39.93,0.54,10.22,6.08
6-6-1992,0.0,0.005814,97.51,40.75,0.59,10.37,6.66
7-6-1992,0.04,0.005973,97.24,40.95,0.58,10.45,6.62
8-6-1992,0.0,0.0059240000000000004,97.34,41.08,0.61,10.83,6.89
9-6-1992,0.01,0.005778,97.47,41.08,0.63,10.69,7.12
10-6-1992,0.02,0.005282,97.57,40.79,0.54,10.11,6.15
11-6-1992,0.0,0.00674,97.52,40.08,0.58,10.8,6.57
12-6-1992,0.0,0.006051,97.16,41.54,0.57,10.35,6.47
13-6-1992,0.0,0.005141,97.11,40.56,0.63,9.7,7.2
14-6-1992,1.15,0.004986,97.25,40.03,0.59,10.28,6.73
15-6-1992,0.0,0.004905,97.22,40.09,0.57,10.48,6.45
16-6-1992,0.0,0.004192,97.1,40.1,0.63,10.14,7.19
17-6-1992,0.0,0.006044,97.01,40.4,0.59,10.01,6.75
18-6-1992,0.0,0.006664,97.1,41.43,0.7,10.31,7.98
19-6-1992,0.0,0.011026000000000001,97.24,40.49,0.51,10.47,5.84
20-6-1992,0.0,0.013334,97.15,41.71,0.48,10.88,5.46
21-6-1992,0.0,0.014525999999999999,97.19,41.49,0.52,10.73,5.92
22-6-1992,0.43,0.011807999999999999,97.01,42.35,0.56,10.5,6.39
23-6-1992,0.19,0.007854,96.76,41.6,0.39,10.77,4.47
24-6-1992,3.93,0.009551,96.64,39.6,0.57,10.8,6.44
25-6-1992,1.13,0.011352,96.73,38.94,0.52,11.26,5.88
26-6-1992,1.93,0.012545,96.77,37.96,0.35,11.21,3.93
27-6-1992,0.98,0.013078,96.85,37.43,0.49,10.58,5.61
28-6-1992,0.34,0.012978,97.11,38.81,0.48,10.9,5.41
29-6-1992,0.29,0.011887,97.27,39.48,0.2,10.81,2.32
30-6-1992,3.97,0.012325,97.15,38.3,0.48,10.89,5.43
1-7-1992,2.92,0.012501,97.18,36.72,0.55,10.63,6.25
2-7-1992,2.42,0.012739,97.25,36.86,0.69,9.9,7.82
3-7-1992,2.42,0.01323,97.42,36.44,0.37,9.91,4.16
4-7-1992,0.58,0.012744,97.4,36.56,0.49,10.59,5.55
5-7-1992,1.26,0.011696999999999999,97.51,36.9,0.55,10.71,6.26
6-7-1992,0.94,0.011695,97.41,37.56,0.54,10.84,6.07
7-7-1992,2.17,0.01212,97.3,37.29,0.42,10.92,4.79
8-7-1992,2.03,0.012575,97.27,36.83,0.5,10.67,5.7
9-7-1992,3.81,0.012288,97.42,37.02,0.52,10.65,5.9
10-7-1992,0.35,0.013127000000000002,97.47,36.84,0.54,10.96,6.13
11-7-1992,2.37,0.013553,97.53,37.81,0.61,10.51,6.9
12-7-1992,3.2,0.015686000000000002,97.65,37.46,0.51,10.76,5.71
13-7-1992,0.52,0.015665000000000002,97.61,37.61,0.56,10.69,6.32
14-7-1992,0.02,0.016338,97.49,37.9,0.56,10.42,6.32
15-7-1992,0.02,0.015378999999999999,97.41,39.51,0.56,10.53,6.25
16-7-1992,0.01,0.014869,97.43,38.03,0.3,10.48,3.41
17-7-1992,1.63,0.015944,97.4,35.78,0.41,10.25,4.61
18-7-1992,3.27,0.016246,97.3,33.13,0.45,10.4,5.03
19-7-1992,3.77,0.016788,97.28,32.91,0.47,10.41,5.28
20-7-1992,4.57,0.017939,97.35,33.95,0.49,10.61,5.49
21-7-1992,2.14,0.018231,97.5,33.77,0.43,10.22,4.78
22-7-1992,2.05,0.017352,97.48,33.71,0.16,10.36,1.73
23-7-1992,7.82,0.018718000000000002,97.26,33.05,0.41,10.36,4.59
24-7-1992,14.14,0.019943000000000002,97.16,30.63,0.29,10.5,3.24
25-7-1992,16.65,0.020093,97.03,30.18,0.32,10.58,3.5
26-7-1992,6.81,0.019648,97.12,31.56,0.31,10.65,3.47
27-7-1992,7.65,0.018806,97.29,32.12,0.51,10.32,5.67
28-7-1992,0.6,0.016501,97.38,32.83,0.53,10.39,5.84
29-7-1992,0.22,0.016914,97.48,32.78,0.58,10.49,6.33
30-7-1992,0.64,0.016388999999999997,97.63,33.01,0.37,10.1,4.11
31-7-1992,0.56,0.01636,97.48,35.07,0.5,9.75,5.46
1-8-1992,0.26,0.018375,97.43,34.18,0.46,10.36,5.01
2-8-1992,4.02,0.01793,97.58,30.24,0.31,10.41,3.36
3-8-1992,4.81,0.018129,97.83,31.19,0.25,10.5,2.69
4-8-1992,35.65,0.019495,98.05,29.38,0.58,10.21,6.29
5-8-1992,16.91,0.019458,97.95,30.71,0.44,10.18,4.78
6-8-1992,1.89,0.019014,97.7,32.36,0.34,10.34,3.71
7-8-1992,0.69,0.018734999999999998,97.56,32.26,0.5,10.21,5.4
8-8-1992,2.67,0.01911,97.62,30.81,0.41,10.27,4.47
9-8-1992,4.69,0.018928999999999998,97.64,29.67,0.19,10.49,2.03
10-8-1992,14.27,0.019892,97.59,29.18,0.33,10.45,3.52
11-8-1992,10.68,0.01986,97.66,30.4,0.53,10.35,5.67
12-8-1992,0.46,0.019435,97.77,31.04,0.5,10.41,5.29
13-8-1992,3.38,0.019645,97.62,32.7,0.29,10.42,3.05
14-8-1992,3.17,0.019224,97.53,33.61,0.48,10.17,5.12
15-8-1992,0.74,0.019237,97.56,33.42,0.08,10.26,0.81
16-8-1992,0.2,0.018313999999999997,97.57,29.87,0.3,10.5,3.19
17-8-1992,2.08,0.018446,97.3,31.96,0.43,10.61,4.53
18-8-1992,8.47,0.019893,97.3,29.55,0.26,10.47,2.69
19-8-1992,9.32,0.020040000000000002,97.35,29.64,0.25,10.32,2.64
20-8-1992,12.84,0.020087999999999998,97.27,30.75,0.47,10.32,4.94
21-8-1992,3.2,0.020328,97.37,31.06,0.32,10.52,3.29
22-8-1992,5.46,0.020296,97.58,31.57,0.49,10.37,5.07
23-8-1992,14.96,0.019015999999999998,97.61,31.38,0.6,10.26,6.18
24-8-1992,3.83,0.019155000000000002,97.67,31.3,0.46,10.48,4.78
25-8-1992,0.36,0.018886,97.55,31.76,0.53,10.08,5.45
26-8-1992,1.46,0.018161,97.48,31.41,0.52,10.06,5.35
27-8-1992,5.44,0.018133,97.51,30.73,0.35,10.4,3.55
28-8-1992,3.47,0.017263,97.58,31.03,0.46,10.26,4.67
29-8-1992,0.35,0.018033,97.62,31.45,0.52,10.18,5.29
30-8-1992,0.02,0.018747999999999997,97.57,31.44,0.59,10.18,5.92
31-8-1992,0.22,0.019772,97.56,32.63,0.61,10.4,6.19
1-9-1992,0.26,0.019533000000000002,97.71,33.27,0.54,10.36,5.42
2-9-1992,0.84,0.019507,97.77,32.01,0.54,10.35,5.41
3-9-1992,4.05,0.019395,97.64,32.44,0.51,10.36,5.08
4-9-1992,19.68,0.019875999999999998,97.55,28.9,0.42,10.35,4.17
5-9-1992,6.55,0.019180000000000003,97.47,28.75,0.52,10.39,5.11
6-9-1992,3.79,0.019631,97.52,29.51,0.45,10.17,4.4
7-9-1992,9.2,0.020122,97.61,27.92,0.56,10.1,5.53
8-9-1992,1.6,0.019788999999999998,97.44,29.22,0.59,9.99,5.76
9-9-1992,4.95,0.019521,97.57,28.69,0.45,10.22,4.36
10-9-1992,35.39,0.019563999999999998,97.89,27.69,0.45,10.31,4.32
11-9-1992,1.32,0.018399000000000002,97.77,27.6,0.39,10.18,3.79
12-9-1992,0.97,0.015637,97.63,26.86,0.57,9.42,5.42
13-9-1992,4.72,0.015091,97.74,27.71,0.46,10.08,4.4
14-9-1992,1.44,0.015714,97.99,27.61,0.43,9.81,4.08
15-9-1992,0.26,0.015163999999999999,98.04,27.93,0.54,9.72,5.06
16-9-1992,0.65,0.015083000000000001,98.11,27.66,0.55,9.75,5.16
17-9-1992,1.67,0.014619,98.05,27.54,0.47,9.88,4.41
18-9-1992,0.18,0.014100999999999999,98.11,27.72,0.5,9.7,4.65
19-9-1992,0.14,0.013718000000000001,98.29,27.91,0.52,9.16,4.79
20-9-1992,0.05,0.013037,98.37,27.23,0.59,8.83,5.41
21-9-1992,0.01,0.012433,98.25,27.23,0.64,8.91,5.9
22-9-1992,0.0,0.011725,97.98,27.25,0.66,8.77,6.0
23-9-1992,0.0,0.010738,97.9,27.0,0.59,8.79,5.37
24-9-1992,0.0,0.011056,98.11,27.37,0.63,9.04,5.66
25-9-1992,0.0,0.010468,98.14,27.35,0.55,8.91,4.95
26-9-1992,0.0,0.010052,98.17,27.75,0.58,9.7,5.21
27-9-1992,0.0,0.009822,98.24,27.63,0.49,8.8,4.35
28-9-1992,0.0,0.010027,98.33,27.25,0.64,8.73,5.65
29-9-1992,0.0,0.010296,98.31,27.31,0.71,8.74,6.2
30-9-1992,0.0,0.009293000000000001,98.27,26.98,0.63,8.63,5.47
1-10-1992,0.05,0.009427,98.29,27.07,0.72,8.13,6.3
2-10-1992,0.0,0.009519,98.44,27.75,0.66,8.42,5.72
3-10-1992,0.0,0.009734,98.35,28.03,0.63,8.74,5.4
4-10-1992,0.0,0.010284999999999999,98.14,28.84,0.53,9.0,4.56
5-10-1992,0.53,0.010319,98.28,28.11,0.52,9.04,4.41
6-10-1992,1.54,0.010414,98.52,27.42,0.53,9.27,4.45
7-10-1992,0.0,0.00839,98.53,26.68,0.61,8.53,5.11
8-10-1992,0.0,0.007418999999999999,98.56,25.89,0.73,8.32,6.12
9-10-1992,0.0,0.007956999999999999,98.62,27.04,0.69,8.85,5.73
10-10-1992,0.0,0.009162,98.38,27.91,0.49,9.33,4.03
11-10-1992,0.05,0.011787,98.29,23.75,0.27,9.93,2.17
12-10-1992,9.22,0.013538999999999999,98.01,24.77,0.46,10.01,3.77
13-10-1992,1.13,0.012295,98.06,26.63,0.67,9.05,5.38
14-10-1992,0.85,0.008004,97.89,25.55,0.6,8.3,4.81
15-10-1992,0.03,0.006391,97.88,24.74,0.59,7.92,4.71
16-10-1992,0.0,0.006841,98.02,24.91,0.67,8.27,5.31
17-10-1992,0.0,0.006475,98.13,25.13,0.74,8.53,5.79
18-10-1992,0.0,0.007386,98.42,26.37,0.61,9.33,4.74
19-10-1992,0.05,0.00859,98.58,26.95,0.55,8.8,4.29
20-10-1992,0.0,0.007033,98.53,24.95,0.47,8.32,3.61
21-10-1992,0.0,0.00677,98.36,24.49,0.59,8.15,4.52
22-10-1992,0.01,0.0067870000000000005,98.26,24.24,0.6,8.52,4.56
23-10-1992,0.0,0.006113,98.4,23.68,0.6,8.02,4.54
24-10-1992,0.0,0.00534,98.5,23.23,0.59,8.23,4.45
25-10-1992,0.0,0.005643,98.63,23.75,0.58,8.76,4.3
26-10-1992,0.0,0.005705,98.86,23.41,0.57,8.11,4.25
27-10-1992,0.52,0.005397,99.0,22.21,0.63,7.87,4.61
28-10-1992,0.0,0.00505,99.08,22.24,0.59,8.07,4.3
29-10-1992,0.0,0.004566,99.12,21.77,0.7,7.88,5.06
30-10-1992,0.0,0.004347,98.97,21.34,0.65,7.98,4.7
31-10-1992,0.0,0.004602,98.9,21.98,0.57,7.85,4.09
1-11-1992,0.0,0.004635,98.94,21.79,0.71,7.87,5.07
2-11-1992,0.0,0.005000999999999999,98.96,21.79,0.64,7.71,4.49
3-11-1992,0.0,0.004661,98.9,21.74,0.75,7.62,5.29
4-11-1992,0.0,0.005009,98.86,21.3,0.59,7.78,4.13
5-11-1992,0.0,0.005146,98.85,21.15,0.62,7.79,4.26
6-11-1992,0.0,0.004121,98.87,20.25,0.63,7.6,4.32
7-11-1992,0.0,0.003582,98.89,18.74,0.75,7.12,5.14
8-11-1992,0.0,0.002928,98.88,17.75,0.57,6.94,3.87
9-11-1992,0.0,0.003064,99.06,18.11,0.61,6.93,4.1
10-11-1992,0.0,0.003315,99.04,18.47,0.74,7.16,4.94
11-11-1992,0.0,0.003336,99.06,19.11,0.67,7.63,4.46
12-11-1992,0.0,0.004626,99.18,19.47,0.63,7.81,4.16
13-11-1992,0.0,0.006241,99.11,21.14,0.58,8.13,3.8
14-11-1992,0.0,0.006495999999999999,98.91,21.27,0.6,8.23,3.9
15-11-1992,0.0,0.006599,99.01,21.55,0.74,8.06,4.79
16-11-1992,0.0,0.006675,98.98,21.71,0.55,8.1,3.52
17-11-1992,0.0,0.006404000000000001,98.88,21.4,0.63,8.13,4.02
18-11-1992,0.0,0.006606,98.76,22.24,0.57,8.24,3.62
19-11-1992,0.0,0.008981999999999999,98.76,22.27,0.5,8.95,3.14
20-11-1992,7.79,0.011229000000000001,98.97,19.08,0.58,8.38,3.65
21-11-1992,0.0,0.008242,98.77,19.94,0.47,7.63,2.92
22-11-1992,0.2,0.007220999999999999,98.86,19.01,0.62,7.65,3.84
23-11-1992,0.0,0.006047,99.28,17.61,0.58,6.82,3.6
24-11-1992,7.69,0.00474,99.34,15.06,0.65,7.1,4.03
25-11-1992,0.0,0.0038060000000000004,99.11,14.59,0.64,6.96,3.94
26-11-1992,0.0,0.0034460000000000003,98.95,14.9,0.68,6.8,4.14
27-11-1992,0.0,0.00402,99.13,15.24,0.58,7.21,3.5
28-11-1992,0.0,0.004224,99.36,15.77,0.47,7.56,2.86
29-11-1992,0.0,0.004376,99.44,16.47,0.53,7.55,3.18
30-11-1992,0.0,0.004054,99.2,17.08,0.52,8.32,3.1
1-12-1992,0.0,0.004031,99.22,17.01,0.5,7.85,3.01
2-12-1992,0.0,0.0042060000000000005,99.12,16.41,0.7,7.4,4.14
3-12-1992,0.0,0.004268,99.1,16.18,0.45,7.79,2.64
4-12-1992,0.0,0.004627,99.25,16.46,0.64,7.56,3.76
5-12-1992,0.0,0.004792,99.36,17.39,0.56,7.35,3.28
6-12-1992,0.0,0.004631000000000001,99.4,16.84,0.59,7.22,3.48
7-12-1992,0.0,0.004318,99.34,16.11,0.48,7.22,2.81
8-12-1992,0.0,0.004957,99.13,17.1,0.69,7.54,4.02
9-12-1992,0.0,0.005005,99.19,17.62,0.65,7.24,3.8
10-12-1992,0.0,0.003875,99.22,16.17,0.76,6.86,4.41
